"year","ECT","series","window_tag","window_start","window_end"
1947,0.71778112096201,"p=1","shaikh_window",1947,2011
1948,0.747970951923611,"p=1","shaikh_window",1947,2011
1949,0.689154639441623,"p=1","shaikh_window",1947,2011
1950,0.69412252426439,"p=1","shaikh_window",1947,2011
1951,0.731234080463975,"p=1","shaikh_window",1947,2011
1952,0.707341309122181,"p=1","shaikh_window",1947,2011
1953,0.713390986347293,"p=1","shaikh_window",1947,2011
1954,0.658803153724541,"p=1","shaikh_window",1947,2011
1955,0.680224446033456,"p=1","shaikh_window",1947,2011
1956,0.641472037169895,"p=1","shaikh_window",1947,2011
1957,0.609861514346481,"p=1","shaikh_window",1947,2011
1958,0.55639272938127,"p=1","shaikh_window",1947,2011
1959,0.618460727527967,"p=1","shaikh_window",1947,2011
1960,0.631221855997514,"p=1","shaikh_window",1947,2011
1961,0.624781451094055,"p=1","shaikh_window",1947,2011
1962,0.671232396411186,"p=1","shaikh_window",1947,2011
1963,0.69438918711695,"p=1","shaikh_window",1947,2011
1964,0.714205780343659,"p=1","shaikh_window",1947,2011
1965,0.740417870571705,"p=1","shaikh_window",1947,2011
1966,0.749556324549921,"p=1","shaikh_window",1947,2011
1967,0.722419452889953,"p=1","shaikh_window",1947,2011
1968,0.728223372049013,"p=1","shaikh_window",1947,2011
1969,0.715898042892755,"p=1","shaikh_window",1947,2011
1970,0.65421245288255,"p=1","shaikh_window",1947,2011
1971,0.63504391974451,"p=1","shaikh_window",1947,2011
1972,0.654072597100187,"p=1","shaikh_window",1947,2011
1973,0.650350188396502,"p=1","shaikh_window",1947,2011
1974,0.536335231285447,"p=1","shaikh_window",1947,2011
1975,0.501575453630948,"p=1","shaikh_window",1947,2011
1976,0.522575839891585,"p=1","shaikh_window",1947,2011
1977,0.53678716308726,"p=1","shaikh_window",1947,2011
1978,0.544444858212493,"p=1","shaikh_window",1947,2011
1979,0.513734034604518,"p=1","shaikh_window",1947,2011
1980,0.455724850762057,"p=1","shaikh_window",1947,2011
1981,0.455076756862277,"p=1","shaikh_window",1947,2011
1982,0.42625855491618,"p=1","shaikh_window",1947,2011
1983,0.458777557821406,"p=1","shaikh_window",1947,2011
1984,0.513467943485375,"p=1","shaikh_window",1947,2011
1985,0.523959242809029,"p=1","shaikh_window",1947,2011
1986,0.520362392210446,"p=1","shaikh_window",1947,2011
1987,0.536942681509672,"p=1","shaikh_window",1947,2011
1988,0.556367140127055,"p=1","shaikh_window",1947,2011
1989,0.549033930257917,"p=1","shaikh_window",1947,2011
1990,0.536771043706967,"p=1","shaikh_window",1947,2011
1991,0.532867948673719,"p=1","shaikh_window",1947,2011
1992,0.539189453459599,"p=1","shaikh_window",1947,2011
1993,0.536778389757497,"p=1","shaikh_window",1947,2011
1994,0.554359416659292,"p=1","shaikh_window",1947,2011
1995,0.563801108216987,"p=1","shaikh_window",1947,2011
1996,0.572345336521519,"p=1","shaikh_window",1947,2011
1997,0.591028410919158,"p=1","shaikh_window",1947,2011
1998,0.597338100470399,"p=1","shaikh_window",1947,2011
1999,0.606950644095667,"p=1","shaikh_window",1947,2011
2000,0.611133244828816,"p=1","shaikh_window",1947,2011
2001,0.563032956066854,"p=1","shaikh_window",1947,2011
2002,0.535237308640262,"p=1","shaikh_window",1947,2011
2003,0.534857382810147,"p=1","shaikh_window",1947,2011
2004,0.526454980668198,"p=1","shaikh_window",1947,2011
2005,0.518825197421988,"p=1","shaikh_window",1947,2011
2006,0.506038969458096,"p=1","shaikh_window",1947,2011
2007,0.475352048497857,"p=1","shaikh_window",1947,2011
2008,0.400122722429002,"p=1","shaikh_window",1947,2011
2009,0.391814224477901,"p=1","shaikh_window",1947,2011
2010,0.417584972293026,"p=1","shaikh_window",1947,2011
2011,0.427449860721627,"p=1","shaikh_window",1947,2011
